id,Name,Url,Loaded,ExpensiveLevel,Category,SubCategories,Claimed,HasWebsite,Stars,Reviews,Photos,AttributesHas,AttributesCount,QuestionsCount,OpenDaysCount,HasBreaks,OpenHour1,EndHour1,CountHour1,HasBreaks1,OpenHour2,EndHour2,CountHour2,HasBreaks2,OpenHour3,EndHour3,CountHour3,HasBreaks3,OpenHour4,EndHour4,CountHour4,HasBreaks4,OpenHour5,EndHour5,CountHour5,HasBreaks5,OpenHour6,EndHour6,CountHour6,HasBreaks6,OpenHour7,EndHour7,CountHour7,HasBreaks7,HasBreak1,HasBreak2,HasBreak3,HasBreak4,HasBreak5,HasBreak6,HasBreak7,ExtraName,ExtraAttributes
752,Mariel,https://www.yelp.com/biz/mariel-boston-3?osq=Restaurants,1,3.0,Restaurants,['Cuban'],1.0,1.0,8.0,307.0,712.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']",4.0,4.0,,,22.0,48.0,23.0,,34.0,48.0,14.0,,34.0,48.0,14.0,,34.0,48.0,14.0,,34.0,52.0,18.0,,32.0,52.0,20.0,,23.0,52.0,26.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Mariel,"{""Alcohol"": ""u'full_bar'"", ""WheelchairAccessible"": ""True"", ""Caters"": ""False"", ""HasTV"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""False"", ""DogsAllowed"": ""False"", ""RestaurantsReservations"": ""True"", ""HappyHour"": ""True"", ""Corkage"": ""False"", ""BYOB"": ""False"", ""WiFi"": ""u'free'"", ""BusinessParking"": ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""OutdoorSeating"": ""None"", ""GoodForMeal"": ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""NoiseLevel"": ""u'average'"", ""RestaurantsDelivery"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", ""RestaurantsTableService"": ""True""}"
753,Nusr-et Steakhouse,https://www.yelp.com/biz/nusr-et-steakhouse-boston?hrid=sNxhiuYIxN68Hvx3eForyw&osq=Restaurants,1,4.0,Restaurants,['Steakhouses'],0.0,0.0,7.0,44.0,86.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']",4.0,4.0,,,24.0,46.0,22.0,,24.0,46.0,22.0,,24.0,46.0,22.0,,24.0,46.0,22.0,,24.0,46.0,22.0,,24.0,46.0,22.0,,24.0,46.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nusr-et Steakhouse,"{""RestaurantsTakeOut"": ""True"", ""RestaurantsDelivery"": ""True""}"
754,Committee,https://www.yelp.com/biz/committee-boston?hrid=ueWN5mMrPia037XZ-BK2Uw&osq=Restaurants,1,2.0,Restaurants,"['Mediterranean', 'Greek', 'Cocktail Bars']",1.0,1.0,8.0,678.0,1139.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']",4.0,4.0,,,20.0,50.0,26.0,,34.0,50.0,16.0,,34.0,50.0,16.0,,34.0,50.0,16.0,,34.0,50.0,16.0,,34.0,50.0,16.0,,20.0,50.0,26.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Committee,"{""HappyHour"": ""False"", ""WheelchairAccessible"": ""True"", ""Alcohol"": ""u'full_bar'"", ""RestaurantsTableService"": ""True"", ""WiFi"": ""u'free'"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", ""BusinessAcceptsBitcoin"": ""False"", ""RestaurantsTakeOut"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""False"", ""BikeParking"": ""False"", ""HasTV"": ""False"", ""RestaurantsReservations"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsAttire"": ""'casual'"", ""GoodForMeal"": ""{'dessert': None, 'latenight': True, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", ""Smoking"": ""u'no'"", ""BusinessParking"": ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""Caters"": ""True"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", ""CoatCheck"": ""False"", ""DogsAllowed"": ""False"", ""OutdoorSeating"": ""None"", ""NoiseLevel"": ""u'loud'"", ""ByAppointmentOnly"": ""False"", ""GoodForDancing"": ""False"", ""RestaurantsDelivery"": ""True""}"
755,Kantipur Cafe,https://www.yelp.com/biz/kantipur-cafe-cambridge-2?hrid=0Z_D8r8ZeUNGo12yJKgv-g&osq=Restaurants,1,0.0,Restaurants,"['Indian', 'Himalayan/Nepalese', 'American (Traditional)']",1.0,1.0,9.0,108.0,74.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required']",4.0,4.0,,,22.0,43.0,21.0,,22.0,43.0,21.0,,22.0,43.0,21.0,,22.0,43.0,21.0,,22.0,43.0,21.0,,22.0,43.0,21.0,,22.0,43.0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kantipur Cafe,"{""Corkage"": ""False"", ""RestaurantsTakeOut"": ""True"", ""HasTV"": ""True"", ""RestaurantsTableService"": ""True"", ""HappyHour"": ""False"", ""DogsAllowed"": ""False"", ""RestaurantsReservations"": ""True"", ""Caters"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""WheelchairAccessible"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""Alcohol"": ""u'none'"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsDelivery"": ""True"", ""OutdoorSeating"": ""False"", ""WiFi"": ""u'free'"", ""BikeParking"": ""False""}"
756,Muku Ramen,https://www.yelp.com/biz/muku-ramen-cambridge?hrid=PVH77wwhNQESL8jvJPQfxA&osq=Restaurants,1,2.0,Restaurants,['Ramen'],1.0,1.0,8.0,68.0,163.0,"['Offers Takeout', 'No Delivery', 'Masks required', 'Staff wears masks']",4.0,4.0,,,24.0,42.0,18.0,,,,0.0,,24.0,42.0,14.0,,24.0,42.0,14.0,,24.0,42.0,14.0,,24.0,42.0,14.0,,24.0,42.0,18.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,Muku Ramen,"{""RestaurantsDelivery"": ""False"", ""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True""}"
757,Cósmica,https://www.yelp.com/biz/c%C3%B3smica-boston-3?osq=Restaurants,1,2.0,Restaurants,"['Mexican', 'Cocktail Bars']",1.0,1.0,8.0,92.0,148.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required']",4.0,4.0,,,21.0,46.0,25.0,,34.0,46.0,12.0,,34.0,46.0,12.0,,34.0,46.0,12.0,,34.0,46.0,12.0,,34.0,48.0,14.0,,21.0,48.0,27.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cósmica,"{""BusinessAcceptsCreditCards"": ""True"", ""Alcohol"": ""u'full_bar'"", ""RestaurantsReservations"": ""True"", ""RestaurantsTakeOut"": ""True"", ""Ambience"": ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""OutdoorSeating"": ""True"", ""WiFi"": ""u'free'"", ""WheelchairAccessible"": ""True"", ""RestaurantsDelivery"": ""True""}"
758,Aquitaine,https://www.yelp.com/biz/9JdZYh-OF_gpo5ioAdkzdQ?show_platform_modal=True,1,3.0,Restaurants,['French'],1.0,1.0,8.0,936.0,620.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options']",4.0,4.0,,,20.0,42.0,20.0,,32.0,42.0,10.0,,32.0,42.0,10.0,,32.0,42.0,10.0,,32.0,42.0,10.0,,32.0,44.0,12.0,,20.0,44.0,22.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Aquitaine,"{""GoodForKids"": ""False"", ""Alcohol"": ""'full_bar'"", ""BusinessAcceptsCreditCards"": ""True"", ""WiFi"": ""u'free'"", ""NoiseLevel"": ""u'average'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", ""Corkage"": ""True"", ""Caters"": ""False"", ""RestaurantsAttire"": ""u'casual'"", ""BikeParking"": ""False"", ""RestaurantsPriceRange2"": ""3"", ""RestaurantsReservations"": ""True"", ""BYOBCorkage"": ""'no'"", ""HasTV"": ""False"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""Music"": ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", ""GoodForDancing"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': None, 'brunch': None, 'breakfast': False}"", ""WheelchairAccessible"": ""True"", ""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsDelivery"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}"
759,The Westland,https://www.yelp.com/biz/the-westland-boston-2?osq=Restaurants,1,2.0,Restaurants,"['American (New)', 'Bars']",1.0,1.0,7.0,100.0,99.0,"['Takes Reservations', 'No Delivery', 'No Takeout', 'Accepts Credit Cards']",4.0,4.0,,,22.0,48.0,24.0,,,,0.0,,32.0,48.0,16.0,,32.0,48.0,16.0,,32.0,48.0,16.0,,32.0,48.0,16.0,,22.0,48.0,24.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,The Westland,"{""RestaurantsGoodForGroups"": ""True"", ""RestaurantsReservations"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", ""Alcohol"": ""u'full_bar'"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", ""GoodForDancing"": ""False"", ""HasTV"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsDelivery"": ""False"", ""NoiseLevel"": ""u'average'"", ""WheelchairAccessible"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""WiFi"": ""u'free'"", ""RestaurantsTakeOut"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsTableService"": ""True""}"
760,Moldova Restaurant,https://www.yelp.com/biz/moldova-restaurant-newton?osq=Restaurants,1,2.0,Restaurants,['Modern European'],1.0,1.0,9.0,194.0,266.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated']",4.0,4.0,,,22.0,42.0,20.0,,,,0.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moldova Restaurant,"{""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsReservations"": ""True"", ""WheelchairAccessible"": ""True"", ""RestaurantsDelivery"": ""True"", ""WiFi"": ""u'free'"", ""GoodForKids"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""RestaurantsTableService"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""BikeParking"": ""False"", ""DogsAllowed"": ""False"", ""OutdoorSeating"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""HasTV"": ""True"", ""NoiseLevel"": ""u'average'"", ""Corkage"": ""False"", ""Alcohol"": ""u'full_bar'"", ""HappyHour"": ""False"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"", ""BYOB"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""Caters"": ""True""}"
761,Mistral,https://www.yelp.com/biz/mistral-boston?hrid=gGke6H-LXHNIV4MDUCPlDw&osq=Restaurants,1,4.0,Restaurants,"['French', 'Mediterranean']",1.0,1.0,8.0,1001.0,969.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required']",4.0,4.0,,,35.0,41.0,6.0,,35.0,41.0,6.0,,35.0,41.0,6.0,,35.0,41.0,6.0,,35.0,41.0,6.0,,35.0,42.0,7.0,,35.0,42.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mistral,"{""HasTV"": ""True"", ""RestaurantsReservations"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsPriceRange2"": ""4"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}"", ""Corkage"": ""True"", ""RestaurantsAttire"": ""'dressy'"", ""NoiseLevel"": ""u'average'"", ""GoodForDancing"": ""False"", ""Alcohol"": ""'full_bar'"", ""BikeParking"": ""False"", ""BYOBCorkage"": ""'yes_corkage'"", ""WiFi"": ""u'free'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': None, 'breakfast': False}"", ""Caters"": ""False"", ""RestaurantsDelivery"": ""True"", ""WheelchairAccessible"": ""True"", ""BYOB"": ""False"", ""OutdoorSeating"": ""True"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", ""GoodForKids"": ""True"", ""RestaurantsTableService"": ""False"", ""DogsAllowed"": ""False""}"
762,bartaco Seaport,https://www.yelp.com/biz/bartaco-seaport-boston-2?hrid=XCyXTehw9bmAbgAXYvslkA&osq=Restaurants,1,2.0,Restaurants,['Tacos'],1.0,1.0,8.0,551.0,884.0,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Staff wears masks']",4.0,4.0,,,22.0,44.0,22.0,,22.0,46.0,24.0,,22.0,46.0,24.0,,22.0,46.0,24.0,,22.0,46.0,24.0,,22.0,46.0,24.0,,22.0,46.0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bartaco Seaport,"{""RestaurantsReservations"": ""False"", ""RestaurantsTakeOut"": ""True"", ""HappyHour"": ""False"", ""RestaurantsDelivery"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""GoodForKids"": ""True"", ""HasTV"": ""False"", ""BikeParking"": ""True"", ""GoodForMeal"": ""{'dessert': None, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", ""RestaurantsAttire"": ""u'casual'"", ""Caters"": ""True"", ""Alcohol"": ""u'full_bar'"", ""BusinessAcceptsCreditCards"": ""True"", ""WiFi"": ""u'free'"", ""OutdoorSeating"": ""True"", ""DriveThru"": ""False"", ""Ambience"": ""{'touristy': None, 'hipster': True, 'romantic': True, 'divey': None, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}"", ""WheelchairAccessible"": ""True"", ""BusinessParking"": ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsTableService"": ""True"", ""DogsAllowed"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsPriceRange2"": ""2""}"
763,The Emory,https://www.yelp.com/biz/the-emory-boston,1,3.0,Restaurants,"['American (New)', 'Bars']",1.0,1.0,9.0,92.0,83.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'All staff fully vaccinated']",4.0,4.0,,,20.0,34.0,14.0,,,,0.0,,32.0,48.0,16.0,,32.0,48.0,16.0,,32.0,48.0,16.0,,32.0,48.0,16.0,,22.0,48.0,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Emory,"{""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': True, 'casual': True}"", ""WiFi"": ""u'free'"", ""CoatCheck"": ""False"", ""RestaurantsTableService"": ""True"", ""BYOB"": ""False"", ""Smoking"": ""u'no'"", ""BikeParking"": ""False"", ""DogsAllowed"": ""False"", ""HasTV"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""Alcohol"": ""u'full_bar'"", ""WheelchairAccessible"": ""True"", ""HappyHour"": ""True"", ""Caters"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsReservations"": ""True"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", ""RestaurantsGoodForGroups"": ""True"", ""NoiseLevel"": ""u'average'"", ""OutdoorSeating"": ""None"", ""BusinessAcceptsCreditCards"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsDelivery"": ""None""}"
764,Santarpio's Pizza,https://www.yelp.com/biz/santarpios-pizza-boston-2?osq=Restaurants,1,2.0,Restaurants,['Pizza'],1.0,1.0,8.0,1353.0,595.0,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Many Vegetarian Options']",4.0,3.0,,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,45.0,22.0,,23.0,45.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Santarpio's Pizza,"{""RestaurantsAttire"": ""u'casual'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsTakeOut"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsReservations"": ""False"", ""HasTV"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""OutdoorSeating"": ""False"", ""GoodForKids"": ""True"", ""Caters"": ""True"", ""NoiseLevel"": ""u'average'"", ""WiFi"": ""u'free'"", ""RestaurantsGoodForGroups"": ""True"", ""BikeParking"": ""True"", ""Alcohol"": ""u'full_bar'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""BusinessAcceptsBitcoin"": ""False"", ""RestaurantsTableService"": ""True"", ""HappyHour"": ""False"", ""DogsAllowed"": ""False"", ""WheelchairAccessible"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""RestaurantsDelivery"": ""True""}"
765,Cornish Pasty,https://www.yelp.com/biz/cornish-pasty-boston-3?osq=Restaurants,1,2.0,Restaurants,"['British', 'Cocktail Bars']",1.0,1.0,9.0,300.0,319.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required']",4.0,4.0,,,24.0,42.0,18.0,,,,0.0,,24.0,42.0,18.0,,24.0,42.0,18.0,,24.0,42.0,18.0,,24.0,42.0,18.0,,24.0,42.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cornish Pasty,"{""RestaurantsGoodForGroups"": ""True"", ""NoiseLevel"": ""u'average'"", ""Caters"": ""True"", ""GoodForKids"": ""True"", ""Smoking"": ""u'no'"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Alcohol"": ""u'full_bar'"", ""CoatCheck"": ""False"", ""RestaurantsTakeOut"": ""True"", ""HappyHour"": ""False"", ""GoodForMeal"": ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", ""DogsAllowed"": ""False"", ""Ambience"": ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", ""GoodForDancing"": ""False"", ""WheelchairAccessible"": ""True"", ""RestaurantsTableService"": ""True"", ""WiFi"": ""u'free'"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}"", ""RestaurantsDelivery"": ""True"", ""BYOB"": ""False"", ""ByAppointmentOnly"": ""False"", ""HasTV"": ""False"", ""BusinessAcceptsBitcoin"": ""False"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""True"", ""BusinessParking"": ""None"", ""RestaurantsReservations"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""Corkage"": ""False""}"
766,Moonshine 152,https://www.yelp.com/biz/1C32E52HmhRC3GNwkX2nZg?show_platform_modal=True,1,2.0,Restaurants,"['American (New)', 'Asian Fusion']",0.0,1.0,9.0,468.0,617.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']",4.0,4.0,,,23.0,44.0,19.0,,,,0.0,,34.0,44.0,10.0,,34.0,44.0,10.0,,34.0,44.0,10.0,,34.0,46.0,12.0,,23.0,46.0,21.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Moonshine 152,"{""OutdoorSeating"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'free'"", ""NoiseLevel"": ""u'average'"", ""HasTV"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""BikeParking"": ""True"", ""RestaurantsTableService"": ""True"", ""Caters"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsReservations"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""GoodForKids"": ""False"", ""RestaurantsDelivery"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", ""Alcohol"": ""u'full_bar'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}"
767,Ciao! Pizza & Pasta,https://www.yelp.com/biz/ciao-pizza-and-pasta-chelsea-2?hrid=4UI1niTqcvENKqYhh3lLNA&osq=Restaurants,1,2.0,Restaurants,"['Italian', 'Pizza']",1.0,1.0,10.0,838.0,846.0,"['Offers Takeout', 'No Reservations', 'No Delivery', 'Vegan Options']",4.0,4.0,,,24.0,42.0,18.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,24.0,44.0,20.0,,24.0,44.0,20.0,,24.0,44.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ciao! Pizza & Pasta,"{""GoodForKids"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""NoiseLevel"": ""u'average'"", ""WiFi"": ""u'no'"", ""DogsAllowed"": ""False"", ""BikeParking"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""WheelchairAccessible"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", ""OutdoorSeating"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""Alcohol"": ""'beer_and_wine'"", ""RestaurantsTableService"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""HappyHour"": ""False"", ""HasTV"": ""False"", ""RestaurantsReservations"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsGoodForGroups"": ""False"", ""Caters"": ""False"", ""RestaurantsDelivery"": ""False""}"
768,Q Restaurant,https://www.yelp.com/biz/q-restaurant-boston?osq=Restaurants,1,2.0,Restaurants,"['Chinese', 'Sushi Bars', 'Hot Pot']",1.0,1.0,8.0,1185.0,1269.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required']",4.0,4.0,,,23.0,46.0,23.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,46.0,23.0,,23.0,48.0,25.0,,23.0,48.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q Restaurant,"{""RestaurantsAttire"": ""u'casual'"", ""RestaurantsPriceRange2"": ""2"", ""BusinessAcceptsCreditCards"": ""True"", ""OutdoorSeating"": ""False"", ""HasTV"": ""True"", ""Alcohol"": ""u'full_bar'"", ""WiFi"": ""u'free'"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsDelivery"": ""True"", ""NoiseLevel"": ""u'average'"", ""GoodForKids"": ""True"", ""BikeParking"": ""False"", ""DogsAllowed"": ""False"", ""Caters"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""HappyHour"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""BusinessParking"": ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", ""RestaurantsTableService"": ""True"", ""BYOB"": ""False"", ""WheelchairAccessible"": ""True"", ""RestaurantsReservations"": ""True""}"
