id,Name,Url,Loaded,ExpensiveLevel,Category,SubCategories,Claimed,HasWebsite,Stars,Reviews,Photos,AttributesHas,AttributesCount,QuestionsCount,OpenDaysCount,HasBreaks,OpenHour1,EndHour1,CountHour1,HasBreaks1,OpenHour2,EndHour2,CountHour2,HasBreaks2,OpenHour3,EndHour3,CountHour3,HasBreaks3,OpenHour4,EndHour4,CountHour4,HasBreaks4,OpenHour5,EndHour5,CountHour5,HasBreaks5,OpenHour6,EndHour6,CountHour6,HasBreaks6,OpenHour7,EndHour7,CountHour7,HasBreaks7,HasBreak1,HasBreak2,HasBreak3,HasBreak4,HasBreak5,HasBreak6,HasBreak7,ExtraName,ExtraAttributes
2197,Mango Thai,https://www.yelp.com/biz/Fmgw3vbYkCTvJAyS5rlEpw?show_platform_modal=True,1,2.0,Restaurants,['Thai'],1.0,1.0,7.0,206.0,127.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options']",4.0,4.0,,,24.0,42.0,18.0,,,,0.0,,22.0,44.0,22.0,,22.0,44.0,22.0,,22.0,44.0,22.0,,22.0,46.0,24.0,,24.0,46.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mango Thai,"{""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""True"", ""GoodForKids"": ""True"", ""BYOBCorkage"": ""'yes_free'"", ""RestaurantsGoodForGroups"": ""False"", ""Alcohol"": ""'none'"", ""RestaurantsPriceRange2"": ""1"", ""HasTV"": ""False"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""u'no'"", ""OutdoorSeating"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsReservations"": ""False"", ""NoiseLevel"": ""u'quiet'"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}"
2198,Pollo Campero,https://www.yelp.com/biz/pollo-campero-west-st-paul?osq=Restaurants,1,1.0,Restaurants,"['Latin American', 'Fast Food']",0.0,1.0,8.0,93.0,53.0,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Accepts Credit Cards']",4.0,4.0,,,20.0,44.0,24.0,,20.0,44.0,24.0,,20.0,44.0,24.0,,20.0,44.0,24.0,,20.0,44.0,24.0,,20.0,44.0,24.0,,20.0,44.0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pollo Campero,"{""OutdoorSeating"": ""True"", ""BikeParking"": ""False"", ""RestaurantsAttire"": ""u'casual'"", ""NoiseLevel"": ""u'loud'"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""GoodForKids"": ""True"", ""Caters"": ""True"", ""RestaurantsReservations"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""Alcohol"": ""u'none'"", ""WiFi"": ""'free'"", ""RestaurantsTakeOut"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""HasTV"": ""True"", ""RestaurantsTableService"": ""True""}"
2199,Deb's Diner,https://www.yelp.com/biz/debs-diner-salem?hrid=thYWYx4eIeHVU-fiKKy-Ew&osq=Restaurants,1,1.0,Restaurants,"['Breakfast & Brunch', 'Burgers', 'Sandwiches']",0.0,0.0,8.0,147.0,67.0,"['Offers Takeout', 'No Reservations', 'Many Vegetarian Options', 'Accepts Credit Cards']",4.0,4.0,,,12.0,28.0,16.0,,12.0,28.0,16.0,,12.0,28.0,16.0,,12.0,28.0,16.0,,12.0,28.0,16.0,,12.0,28.0,16.0,,10.0,28.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deb's Diner,"{""WiFi"": ""u'no'"", ""RestaurantsAttire"": ""'casual'"", ""RestaurantsGoodForGroups"": ""False"", ""GoodForKids"": ""True"", ""NoiseLevel"": ""u'average'"", ""Alcohol"": ""'none'"", ""OutdoorSeating"": ""False"", ""Caters"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsReservations"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""HasTV"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""RestaurantsTableService"": ""True"", ""BYOB"": ""False"", ""WheelchairAccessible"": ""False"", ""RestaurantsDelivery"": ""True"", ""Corkage"": ""False""}"
2200,Casa Tequila,https://www.yelp.com/biz/casa-tequila-salem-5,1,2.0,Restaurants,"['Mexican', 'Cocktail Bars']",1.0,1.0,7.0,119.0,122.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options']",4.0,4.0,,,22.0,44.0,22.0,,22.0,44.0,22.0,,22.0,44.0,22.0,,22.0,44.0,22.0,,22.0,46.0,24.0,,22.0,46.0,24.0,,22.0,46.0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa Tequila,"{""Caters"": ""True"", ""NoiseLevel"": ""u'average'"", ""HappyHour"": ""True"", ""Smoking"": ""u'outdoor'"", ""BusinessAcceptsBitcoin"": ""False"", ""CoatCheck"": ""False"", ""Alcohol"": ""u'full_bar'"", ""DogsAllowed"": ""True"", ""RestaurantsTableService"": ""True"", ""WheelchairAccessible"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""HasTV"": ""True"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", ""BikeParking"": ""False"", ""GoodForDancing"": ""False"", ""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""BYOB"": ""False"", ""RestaurantsReservations"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""ByAppointmentOnly"": ""False"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""WiFi"": ""u'free'"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsDelivery"": ""True""}"
2201,Red's Kitchen + Tavern,https://www.yelp.com/biz/reds-kitchen-tavern-peabody?hrid=0JmpUlIAKma1_tHMvO32Yw&osq=Restaurants,1,2.0,Restaurants,"['American (Traditional)', 'Breakfast & Brunch', 'Seafood']",1.0,1.0,7.0,440.0,228.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks']",4.0,4.0,,,14.0,42.0,28.0,,14.0,42.0,28.0,,14.0,42.0,28.0,,14.0,42.0,28.0,,14.0,42.0,28.0,,14.0,44.0,30.0,,14.0,44.0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red's Kitchen + Tavern,"{""RestaurantsTakeOut"": ""True"", ""RestaurantsReservations"": ""True"", ""HasTV"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""OutdoorSeating"": ""False"", ""RestaurantsAttire"": ""u'casual'"", ""Caters"": ""False"", ""Alcohol"": ""u'full_bar'"", ""GoodForKids"": ""True"", ""NoiseLevel"": ""u'average'"", ""WiFi"": ""u'free'"", ""RestaurantsDelivery"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""HappyHour"": ""False"", ""DogsAllowed"": ""False"", ""GoodForMeal"": ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': True}"", ""BikeParking"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}"
2202,One Mighty Mill,https://www.yelp.com/biz/one-mighty-mill-lynn?hrid=JchaMELtKsrXsrUrUwb-0g&osq=Restaurants,1,1.0,Restaurants,"['Bagels', 'Pretzels', 'Cafes']",0.0,1.0,9.0,73.0,47.0,"['No Reservations', 'No Delivery', 'No Takeout', 'Accepts Credit Cards']",4.0,3.0,,,14.0,28.0,14.0,,14.0,28.0,14.0,,14.0,28.0,14.0,,14.0,28.0,14.0,,14.0,28.0,14.0,,14.0,28.0,14.0,,14.0,28.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One Mighty Mill,"{""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsDelivery"": ""False"", ""HasTV"": ""True"", ""RestaurantsTakeOut"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsReservations"": ""False"", ""WiFi"": ""u'free'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}"
2203,Paddy Kellys,https://www.yelp.com/biz/paddy-kellys-peabody?osq=Restaurants,1,2.0,Restaurants,"['Sports Bars', 'Salad', 'Sandwiches']",1.0,1.0,8.0,51.0,21.0,"['Offers Takeout', 'No Reservations', 'Accepts Credit Cards', 'Divey, Casual']",4.0,4.0,,,24.0,50.0,26.0,,30.0,50.0,20.0,,30.0,50.0,20.0,,30.0,50.0,20.0,,30.0,50.0,20.0,,24.0,50.0,26.0,,24.0,50.0,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paddy Kellys,"{""RestaurantsPriceRange2"": ""2"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""Alcohol"": ""u'full_bar'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsReservations"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""NoiseLevel"": ""u'loud'"", ""RestaurantsAttire"": ""u'casual'"", ""GoodForKids"": ""False"", ""GoodForMeal"": ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsTakeOut"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""HasTV"": ""True"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", ""WiFi"": ""'free'"", ""Caters"": ""False""}"
2204,Daniella's Cafe and Market,https://www.yelp.com/biz/daniellas-cafe-and-market-danvers?hrid=hU_WpW35I1qTYl1GJhTxTQ&osq=Restaurants,1,2.0,Restaurants,"['Italian', 'Salad', 'Sandwiches']",1.0,1.0,8.0,249.0,140.0,"['Takes Reservations', 'Offers Takeout', 'Vegan Options', 'Accepts Credit Cards']",4.0,4.0,,,23.0,43.0,20.0,,23.0,43.0,20.0,,23.0,43.0,20.0,,23.0,43.0,20.0,,23.0,43.0,20.0,,23.0,43.0,20.0,,23.0,43.0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniella's Cafe and Market,"{""RestaurantsTakeOut"": ""True"", ""WiFi"": ""u'free'"", ""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", ""RestaurantsReservations"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""OutdoorSeating"": ""True"", ""RestaurantsTableService"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""BikeParking"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""Alcohol"": ""'full_bar'"", ""RestaurantsPriceRange2"": ""2"", ""NoiseLevel"": ""'average'"", ""WheelchairAccessible"": ""True"", ""HasTV"": ""True"", ""GoodForMeal"": ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsDelivery"": ""None"", ""DogsAllowed"": ""False"", ""GoodForKids"": ""False""}"
2205,Blu Karma,https://www.yelp.com/biz/blu-karma-danvers-3?hrid=U5nikP637fuBJYBcw5b3eg&osq=Restaurants,1,2.0,Restaurants,"['Asian Fusion', 'Sushi Bars']",1.0,1.0,8.0,402.0,376.0,"['Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options']",4.0,4.0,,,24.0,44.0,20.0,,,,0.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,46.0,23.0,,23.0,46.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blu Karma,"{""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""RestaurantsTableService"": ""True"", ""WheelchairAccessible"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True"", ""BusinessParking"": ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""NoiseLevel"": ""u'average'"", ""BusinessAcceptsCreditCards"": ""True"", ""BusinessAcceptsBitcoin"": ""False"", ""Caters"": ""False"", ""RestaurantsDelivery"": ""True"", ""BikeParking"": ""True"", ""RestaurantsReservations"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""HasTV"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", ""RestaurantsPriceRange2"": ""2"", ""WiFi"": ""u'no'"", ""BYOB"": ""False"", ""RestaurantsTakeOut"": ""True"", ""DogsAllowed"": ""False"", ""HappyHour"": ""False"", ""Alcohol"": ""u'full_bar'"", ""OutdoorSeating"": ""True""}"
2206,Brick Yard Bar & Grill,https://www.yelp.com/biz/brick-yard-bar-and-grill-lynn?osq=Restaurants,1,2.0,Restaurants,"['Bars', 'American (Traditional)']",0.0,0.0,8.0,41.0,44.0,"['Takes Reservations', 'Offers Takeout', 'No Delivery', 'Accepts Credit Cards']",4.0,4.0,,,22.0,50.0,28.0,,22.0,50.0,28.0,,22.0,50.0,28.0,,22.0,50.0,28.0,,22.0,50.0,28.0,,22.0,50.0,28.0,,22.0,50.0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brick Yard Bar & Grill,"{""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsAttire"": ""u'casual'"", ""GoodForKids"": ""False"", ""Alcohol"": ""u'full_bar'"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""Caters"": ""False"", ""RestaurantsReservations"": ""True"", ""WiFi"": ""'free'"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsTakeOut"": ""True"", ""HasTV"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""HappyHour"": ""False"", ""BestNights"": ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", ""BikeParking"": ""True"", ""NoiseLevel"": ""u'average'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", ""OutdoorSeating"": ""True"", ""GoodForDancing"": ""True"", ""Music"": ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}"
2207,Sina’s Kabob House,https://www.yelp.com/biz/sina-s-kabob-house-peabody?hrid=F105HU6eFEQBxsLkGoIDqw&osq=Restaurants,1,0.0,Restaurants,"['Kebab', 'Persian/Iranian', 'Wraps']",1.0,1.0,10.0,24.0,39.0,"['Masks required', 'Staff wears masks', 'Accepts Credit Cards', 'Bike Parking']",4.0,3.0,,,23.0,41.0,18.0,,23.0,41.0,18.0,,23.0,41.0,18.0,,23.0,41.0,18.0,,23.0,41.0,18.0,,23.0,41.0,18.0,,23.0,41.0,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sina’s Kabob House,"{""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""u'no'"", ""HasTV"": ""True"", ""OutdoorSeating"": ""False"", ""BYOB"": ""False"", ""WheelchairAccessible"": ""True"", ""RestaurantsDelivery"": ""True"", ""RestaurantsTableService"": ""True"", ""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""False"", ""Corkage"": ""False"", ""Alcohol"": ""u'beer_and_wine'""}"
2208,Petrillo's Italian Kitchen,https://www.yelp.com/biz/petrillos-italian-kitchen-peabody?osq=Restaurants,1,2.0,Restaurants,['Italian'],0.0,1.0,8.0,191.0,79.0,"['Takes Reservations', 'Offers Takeout', 'No Delivery', 'Many Vegetarian Options']",4.0,4.0,,,,,0.0,,,,0.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,23.0,44.0,21.0,,32.0,46.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Petrillo's Italian Kitchen,"{""RestaurantsDelivery"": ""False"", ""NoiseLevel"": ""u'average'"", ""RestaurantsReservations"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""Caters"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsAttire"": ""u'casual'"", ""Alcohol"": ""u'full_bar'"", ""HasTV"": ""False"", ""OutdoorSeating"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""WiFi"": ""u'no'"", ""RestaurantsPriceRange2"": ""2"", ""GoodForKids"": ""False"", ""BikeParking"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", ""RestaurantsTableService"": ""True"", ""GoodForMeal"": ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}"
2209,El Jalisco,https://www.yelp.com/biz/el-jalisco-beverly?hrid=pENbHjxrg0iPtlxY_piuKg&osq=Restaurants,1,0.0,Restaurants,['Mexican'],0.0,1.0,8.0,37.0,11.0,"['Offers Delivery', 'Outdoor Seating', 'TV']",3.0,4.0,,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,44.0,22.0,,22.0,44.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Jalisco,"{""RestaurantsAttire"": ""u'casual'"", ""RestaurantsTableService"": ""False"", ""BikeParking"": ""True"", ""GoodForKids"": ""True"", ""WiFi"": ""u'no'"", ""Alcohol"": ""u'none'"", ""RestaurantsReservations"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", ""NoiseLevel"": ""u'quiet'"", ""OutdoorSeating"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""HasTV"": ""True"", ""RestaurantsTakeOut"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""Caters"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsDelivery"": ""False""}"
2210,The NexMex Thing,https://www.yelp.com/biz/the-nexmex-thing-peabody?osq=Restaurants,1,2.0,Restaurants,['Mexican'],1.0,1.0,9.0,139.0,146.0,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Many Vegetarian Options']",4.0,4.0,,,20.0,40.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,22.0,42.0,20.0,,20.0,42.0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The NexMex Thing,"{""OutdoorSeating"": ""False"", ""WiFi"": ""'free'"", ""RestaurantsGoodForGroups"": ""True"", ""HasTV"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Alcohol"": ""'none'"", ""RestaurantsTableService"": ""True"", ""BikeParking"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsAttire"": ""u'casual'"", ""NoiseLevel"": ""u'average'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsReservations"": ""False"", ""GoodForKids"": ""True"", ""GoodForMeal"": ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", ""Ambience"": ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", ""DogsAllowed"": ""False"", ""BusinessAcceptsCreditCards"": ""True""}"
2211,9 Elm American Bistro,https://www.yelp.com/biz/9-elm-american-bistro-danvers?hrid=hPQyZxCVHS6jdTWrVX7yRg&osq=Restaurants,1,3.0,Restaurants,['American (New)'],1.0,1.0,9.0,221.0,39.0,"['Takes Reservations', 'Offers Takeout', 'No Delivery', 'Masks required']",4.0,4.0,,,,,0.0,,,,0.0,,34.0,43.0,9.0,,34.0,43.0,9.0,,34.0,43.0,9.0,,34.0,43.0,9.0,,34.0,43.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9 Elm American Bistro,"{""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsDelivery"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTakeOut"": ""True"", ""GoodForKids"": ""False"", ""Caters"": ""False"", ""OutdoorSeating"": ""False"", ""RestaurantsReservations"": ""True"", ""RestaurantsGoodForGroups"": ""False"", ""RestaurantsAttire"": ""u'casual'"", ""RestaurantsPriceRange2"": ""3"", ""WiFi"": ""u'no'"", ""Alcohol"": ""u'full_bar'"", ""NoiseLevel"": ""u'average'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", ""HasTV"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""BYOB"": ""False"", ""BikeParking"": ""True"", ""RestaurantsTableService"": ""True"", ""WheelchairAccessible"": ""True""}"
2212,B&B Fish,https://www.yelp.com/biz/b-and-b-fish-marblehead-2?osq=Restaurants,1,0.0,Restaurants,['Seafood'],0.0,1.0,8.0,52.0,41.0,"['Staff wears masks', 'Outdoor Seating']",2.0,3.0,,,23.0,40.0,17.0,,23.0,40.0,17.0,,23.0,40.0,17.0,,23.0,40.0,17.0,,23.0,40.0,17.0,,23.0,42.0,19.0,,23.0,42.0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B&B Fish,"{""RestaurantsDelivery"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsTakeOut"": ""True""}"
2213,Best Sandwich Company,https://www.yelp.com/biz/2e_HyS747-T0SbAFBLdUzQ?show_platform_modal=True,1,0.0,Restaurants,"['Sandwiches', 'Pizza']",1.0,1.0,10.0,46.0,20.0,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required']",4.0,4.0,,,,,0.0,,23.0,40.0,17.0,,23.0,40.0,17.0,,23.0,40.0,17.0,,23.0,40.0,17.0,,23.0,40.0,17.0,,23.0,40.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Best Sandwich Company,"{""HasTV"": ""True"", ""WheelchairAccessible"": ""True"", ""WiFi"": ""u'free'"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsTableService"": ""True"", ""Corkage"": ""False"", ""DogsAllowed"": ""False"", ""Alcohol"": ""u'none'"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True"", ""RestaurantsReservations"": ""False"", ""RestaurantsDelivery"": ""True"", ""OutdoorSeating"": ""False"", ""BYOB"": ""False"", ""BusinessAcceptsBitcoin"": ""False"", ""Caters"": ""False"", ""HappyHour"": ""False""}"
2214,The Little Depot Diner,https://www.yelp.com/biz/the-little-depot-diner-peabody?hrid=-LAKHrguVmbvJsLumSzYaA&osq=Restaurants,1,1.0,Restaurants,"['Diners', 'Breakfast & Brunch', 'American (New)']",1.0,1.0,9.0,275.0,179.0,"['Offers Delivery', 'Offers Takeout', 'No Reservations', 'Accepts Credit Cards']",4.0,4.0,,,14.0,26.0,12.0,,14.0,24.0,10.0,,14.0,24.0,10.0,,14.0,24.0,10.0,,14.0,24.0,10.0,,14.0,24.0,10.0,,14.0,26.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Little Depot Diner,"{""RestaurantsReservations"": ""False"", ""Caters"": ""False"", ""Alcohol"": ""u'none'"", ""NoiseLevel"": ""u'average'"", ""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsAttire"": ""u'casual'"", ""HasTV"": ""False"", ""BikeParking"": ""True"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""RestaurantsGoodForGroups"": ""False"", ""GoodForKids"": ""True"", ""WiFi"": ""u'no'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTableService"": ""True"", ""BusinessAcceptsCreditCards"": ""False"", ""HappyHour"": ""False"", ""BusinessAcceptsBitcoin"": ""False"", ""DogsAllowed"": ""False"", ""RestaurantsDelivery"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}""}"
