id,Name,Url,Loaded,ExpensiveLevel,Category,Claimed,HasWebsite,Stars,Reviews,Photos,MenuCount,MenuStartsCount,MenuReviewsCount,MenuPhotosCount,Attributes Has,AttributesCount,QuestionsCount,OpenHour1,EndHour1,OpenHour2,EndHour2,OpenHour3,EndHour3,OpenHour4,EndHour4,OpenHour5,EndHour5,OpenHour6,EndHour6,OpenHour7,EndHour7
100,,/biz/sashas-kitchen-unley?hrid=T6fZDCyKNBU_ok6mwWlNog&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,/biz/bai-long-store-adelaide?hrid=mvCqZOjMU1LzObEFvNCqPA&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,/biz/mr-beef-hot-pot-adelaide?hrid=m9XKwvCQOg_fAD3WvxULOA&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,/biz/cafe-troppo-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,/biz/orana-adelaide-2?hrid=h3k8NZPahxL_MI8wIKZRIw&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,/biz/ajisen-ramen-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,/biz/two-bit-villains-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,/biz/the-rising-sun-kensington-2?hrid=UsJ0SWzUDzv8OfIVlQhJDg&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,/biz/arbour-kitchen-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,/biz/seven-hill-fine-food-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,/biz/balcony-restaurant-adelaide-2?hrid=YeC-6XrS0qsoRjaAN9wP6g&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,/biz/samtass-bros-seafoods-adelaide-2?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,/biz/caparezza-espresso-bar-adelaide-2?hrid=aRXKYHKbmSbBMQ1ztnhwnw&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,/biz/uncle-authentic-hainese-chicken-rice-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,/biz/madame-hanoi-adelaide-2?hrid=JYDVGOrYDwxhPIgoIPtBDQ&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,/biz/houdas-kitchen-hindmarsh?hrid=0cuJ203LJ42ix-Ixzw09hQ&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,/biz/ginza-miyako-japanese-restaurant-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,/biz/chianti-classico-adelaide-2?hrid=rE06jyiof40yGKMNQmRXxw&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,/biz/singh-adelaide?hrid=ibXIrS9WIgDIIOkU1nXHUA&osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,/biz/mother-vine-adelaide?osq=Restaurants,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
